local_name,address,gmap_id,latitude,longitude,category,avg_rating,num_of_reviews,apto_sillas_de_ruedas,atmosfera_agradable,apto_grupos_grandes,solo_efectivo,state,City
Asados El Paisa,"Asados El Paisa, 9401 Bird Rd, Miami, FL 33165",0x88d9b8bcb845147f:0xa132a879487fb833,25.733065,-80.3479286,"Colombian restaurant, Fast food restaurant",4.2,194,1,0,1,0,FL,Miami
Restaurante El Familiar,"Restaurante El Familiar, 1003 W Flagler St, Miami, FL 33130",0x88d9b6ece5fd78eb:0x6533fc32791f1d13,25.7738223,-80.21178479999999,Salvadoran restaurant,4.2,18,1,1,1,0,FL,Miami
Papa John's Pizza,"Papa John's Pizza, 13716 SW 88th St, Miami, FL 33186, United States",0x88d9c0516ef376ab:0xa98f181c572c3982,25.6843844,-80.4176854,Pizza restaurant,4.2,118,1,1,1,0,FL,Miami
La Esquina Hondurena Restaurant,"La Esquina Hondurena Restaurant, 2240 SW 32nd Ave, Miami, FL 33145",0x88d9b7a4d3d857f9:0xdb661ce139781d57,25.749312699999997,-80.2465402,Salvadoran restaurant,4.2,18,0,1,1,0,FL,Miami
El Rio Lindo Café,"El Rio Lindo Café, 641 SW 12th Ave, Miami, FL 33130",0x88d9b6f3c93701c1:0xbddef466ae84f615,25.766860599999998,-80.2142959,Honduran restaurant,4.2,103,1,1,1,0,FL,Miami
Snappers Fish & Chicken,"Snappers Fish & Chicken, 5330 NW 17th Ave, Miami, FL 33142, United States",0x88d9b1238c512c3b:0xc654c0e0a8436241,25.8241253,-80.2248535,"Seafood restaurant, Restaurant",4.2,1344,1,1,1,0,FL,Miami
Mora Pizza,"Mora Pizza, 3201 NW 7th Ave Cir, Miami, FL 33127",0x88d9b14791da9397:0x5de1891a65d05e54,25.80681,-80.206902,Pizza restaurant,4.3,58,1,1,1,0,FL,Miami
El Huarike Peruano,"El Huarike Peruano, 7371 NW 36th St, Miami, FL 33166, United States",0x88d9b980d79ead65:0xa21a49991000a935,25.810502399999997,-80.3160127,Peruvian restaurant,4.3,94,1,1,1,0,FL,Miami
Coop,"Coop, 140 NE 39th St #241-A, Miami, FL 33137",0x88d9b15cef130489:0x685cbdb99b7f7ef,25.812268,-80.1917933,Down home cooking restaurant,4.3,28,1,1,1,0,FL,Miami
Cafe La Carreta,"Cafe La Carreta, 3663 SW 8th St # 3, Miami, FL 33135, United States",0x88d9b774ce2a8eef:0x4c52210227bbbdcf,25.764495999999998,-80.2538257,"Cuban restaurant, Restaurant",4.3,105,1,1,1,0,FL,Miami
Sokai,"Sokai, 8888 SW 136th St #383, Miami, FL 33176",0x88d9c6942263e2a7:0x17d7e773157e45ea,25.643395299999998,-80.3365991,"Japanese restaurant, Asian restaurant, Bar, Cocktail bar, Peruvian restaurant, Small plates restaurant, Sushi restaurant, Wine bar",4.3,554,1,1,1,0,FL,Miami
Iguana's Restaurant,"Iguana's Restaurant, Put the address for the Haitians, Miami, FL 33142",0x88d9b6d059e1de3d:0x37e683e06e0ad8b6,25.7963868,-80.2236308,Restaurant,4.4,8,1,1,1,0,FL,Miami
Inka's Joint,"Inka's Joint, 14655 SW 232nd St, Miami, FL 33170",0x88d9c306b6f51b93:0x1f3658c197a71c18,25.551601899999998,-80.4285799,Peruvian restaurant,4.4,7,1,1,1,0,FL,Miami
Mi Esperanza Cafeteria,"Mi Esperanza Cafeteria, 1625 NW 38th St, Miami, FL 33142",0x88d9b12dd21b2d1d:0x3afae3ed5fc0a90,25.811111099999998,-80.2236111,Dominican restaurant,4.4,18,0,1,1,0,FL,Miami
Cafeteria Samantha,"Cafeteria Samantha, 1771 NW 7th St, Miami, FL 33125",0x88d9b6e7070dac0d:0x54759c56aa9883c7,25.7801521,-80.2238655,Cuban restaurant,4.4,17,1,1,1,0,FL,Miami
El Chinchorro de Oby,"El Chinchorro de Oby, 1531 W Flagler St, Miami, FL 33135",0x88d9b79cbfb6a801:0x31724f7c60f67507,25.773496299999998,-80.2202999,"Puerto Rican restaurant, Caribbean restaurant, Latin American restaurant",4.4,25,0,1,1,0,FL,Miami
Con Sabor A Cafe,"Con Sabor A Cafe, 9558 SW 137th Ave, Miami, FL 33186",0x88d9c0534d81a9e7:0x2fa0f9d718bd3445,25.6786137,-80.417304,"Colombian restaurant, Breakfast restaurant, Latin American restaurant, Lunch restaurant, Soup restaurant",4.4,108,1,1,1,0,FL,Miami
Lan Pan-Asian Cafe,"Lan Pan-Asian Cafe, 8332 S Dixie Hwy, Miami, FL 33143, United States",0x88d9c7be137a143d:0x912ae29e2919166b,25.6929227,-80.3052764,"Asian restaurant, Chinese restaurant, Japanese restaurant, Restaurant, Vegetarian restaurant",4.4,496,1,1,1,0,FL,Miami
Tightwork Soul & Seafood Grill,"Tightwork Soul & Seafood Grill, 4799 NW 7th Ave, Miami, FL 33127",0x88d9b147a83dffe3:0x35de37369f0770a1,25.819519699999997,-80.2076462,"Soul food restaurant, Seafood restaurant",4.5,18,0,1,1,0,FL,Miami
El Buen Pan Bakery and Restaurant,"El Buen Pan Bakery and Restaurant, 10354 W Flagler St, Miami, FL 33174",0x88d9b8d55c5c2f19:0xe78777c76e76173f,25.768047799999998,-80.364721,Colombian restaurant,4.5,108,1,1,1,0,FL,Miami
Omni Kitchen,"Omni Kitchen, 1234 N Miami Ave, Miami, FL 33136",0x88d9b6a409713af1:0x3de0161dd5080f79,25.786800399999997,-80.1943515,Vegan restaurant,4.5,2,1,0,1,0,FL,Miami
1888 Fiaschetteria Miami,"1888 Fiaschetteria Miami, 97 NW 25th St #103, Miami, FL 33127",0x88d9b7d265be5231:0x88197a032f1d7a3e,25.8009839,-80.19685609999999,Pizza restaurant,4.5,18,1,1,1,0,FL,Miami
Marino's Pizza - Pasta,"Marino's Pizza - Pasta, 13821 SW 88th St, Miami, FL 33186, United States",0x88d9c05175d2c4c5:0x413cfc9b570c96cb,25.685927799999998,-80.4195481,"Pizza restaurant, Bar, Italian restaurant",4.5,348,1,1,1,0,FL,Miami
Suki's Seafood & Grill,"Suki's Seafood & Grill, 4850 NW 2nd Ave, Miami, FL 33127",0x88d9b1f7c8c7c659:0x4ace3fdf7005c2ab,25.820328,-80.20005599999999,"Seafood restaurant, Beer garden, Restaurant, Steak house",4.5,34,1,1,1,0,FL,Miami
Twice butter,"Twice butter, 195 NW 36th St, Miami, FL 33127",0x88d9b6b20a06e7ad:0x13c51bc7aabb1a44,25.8105439,-80.19904629999999,Mexican restaurant,4.5,57,1,1,1,1,FL,Miami
Puro Sazon Latino,"Puro Sazon Latino, 22069 S Dixie Hwy, Miami, FL 33170",0x88d9c33aa2cffdfd:0xf2ae5ee4e1ace603,25.5617348,-80.38483099999999,Restaurant,4.5,127,1,1,1,0,FL,Miami
Mike's Pizza of Kendall,"Mike's Pizza of Kendall, 13712 SW 84th St, Miami, FL 33183, United States",0x88d9c050b7df9065:0x5794d1cf7c52c6a3,25.687666699999998,-80.41695829999999,"Italian restaurant, Pizza restaurant",4.5,698,1,1,1,0,FL,Miami
Bonefish Grill,"Bonefish Grill, 12520 SW 120th St, Miami, FL 33186, United States",0x88d9c112f2d5f76f:0xcef7e13f5e5abc6,25.6555459,-80.39643889999999,"Seafood restaurant, American restaurant, Bar & grill, Brunch restaurant, Californian restaurant, Caterer, Gluten-free restaurant, Takeout restaurant, Restaurant, Wine bar",4.5,1301,1,1,1,0,FL,Miami
Odaly's Delight Café,"Odaly's Delight Café, 9754 SW 24th St, Miami, FL 33165",0x88d9b8c795461ed9:0x438f9dcce9ac7b14,25.7458334,-80.3530638,"Cuban restaurant, Breakfast restaurant, Caterer, Coffee shop, Hamburger restaurant, Latin American restaurant, Pizza Takeout",4.6,38,1,1,1,0,FL,Miami
Chimi churri donde el primo #2,"Chimi churri donde el primo #2, NW 36th St, Miami, FL 33142",0x88d9b1ec6e4bf711:0xd7b62339701242ad,25.8094933,-80.22975579999999,Fast food restaurant,4.7,144,1,1,1,0,FL,Miami
Paseo Universitario,"Paseo Universitario, 1760 W Flagler St, Miami, FL 33135",0x88d9b76d003e19d9:0x96e843bfd5d2d7c9,25.772395,-80.224008,Restaurant,4.7,53,1,1,1,0,FL,Miami
Nuvo Cafe Restaurant & Lounge,"Nuvo Cafe Restaurant & Lounge, 14135 NW 7th Ave, Miami, FL 33168",0x88d9ae222074b351:0x93a939009e81d5fd,25.9045761,-80.2113466,"Restaurant, Delivery Restaurant",4.7,28,1,1,1,0,FL,Miami
Guy & the Bird,"Guy & the Bird, 13408 Biscayne Blvd, Miami, FL 33181",0x88d9ad8f9e6ac76d:0x49ad233e02c2d728,25.899443299999998,-80.1612114,Restaurant,4.7,45,0,0,1,0,FL,Miami
Pollos & Jarras,"Pollos & Jarras, 115 NE 3rd Ave, Miami, FL 33132, United States",0x88d9b69e3de77c9f:0xdfab5898752122d6,25.775716,-80.188287,"Peruvian restaurant, Bar, Barbecue restaurant, Chicken restaurant, Cocktail bar, Latin American restaurant, Restaurant, Seafood restaurant, South American restaurant, Wine bar",4.7,2485,1,1,1,0,FL,Miami
Ceviche Bowl,"Ceviche Bowl, 12333 SW 131st Ave, Miami, FL 33186",0x88d9c146054ecf55:0x93d1e54f38bb5374,25.653432,-80.40554499999999,"Restaurant, Peruvian restaurant, Seafood restaurant",4.8,68,1,0,1,0,FL,Miami
Narita sushi,"Narita sushi, 6791 NW 87th Ave, Miami, FL 33178",0x88d9bb55f675e6fd:0x2a5591ff0552c9f3,25.834422099999998,-80.3378432,Sushi restaurant,4.9,28,1,1,1,0,FL,Miami
Makan Miami Food truck,"Makan Miami Food truck, 11400 N Kendall Dr, Miami, FL 33176",0x88d9c19d88811063:0xae6371bb4750f012,25.6859044,-80.38126199999999,"Peruvian restaurant, Asian restaurant",4.9,138,1,1,1,0,FL,Miami
La Diosa taqueria,"La Diosa taqueria, 3458 SW 8th St, Miami, FL 33135",0x88d9b77a6f9c6ffd:0xdad988cd3c2e2f9c,25.7646056,-80.25147539999999,Restaurant,5.0,75,0,1,1,0,FL,Miami
Stage Social,"Stage Social, 140 NE 39th St STE 241, Miami, FL 33137",0x88d9b141684a091b:0x194b3f6cac39fcfa,25.8123143,-80.191576,Restaurant,5.0,2,1,0,1,0,FL,Miami
Taste of R Cuisine (TRC),"Taste of R Cuisine (TRC), 3200 N Miami Ave, Miami, FL 33127",0x88d9b12979686bb5:0xbaa904571f0f261c,25.806860399999998,-80.1954832,Restaurant,5.0,27,1,1,1,0,FL,Miami
Fritanga Cosas Nuevas,"Fritanga Cosas Nuevas, 11735 SW 147th Ave #25, Miami, FL 33196",0x88d9c1bfa5863cf5:0xa460d40f07fac15f,25.6576332,-80.43043779999999,Restaurant,1.9,8,0,0,0,0,FL,Miami
Prat Coffee Bar,"Prat Coffee Bar, 4315 NW 7th St #30, Miami, FL 33126",0x88d9b765e0d01369:0x5cd3475b9665f80c,25.7792352,-80.26613739999999,"Restaurant, Breakfast restaurant, Brunch restaurant, Cafe, Coffee shop, Cuban restaurant, Lunch restaurant, Salad shop, Sandwich shop",4.8,98,0,0,0,0,FL,Miami
Aji Ceviche,"Aji Ceviche, 8410 W Flagler St #106, Miami, FL 33144",0x88d9b94057dfb42f:0x1c799f236a1caab1,25.7688077,-80.3331635,Peruvian restaurant,4.4,26,0,0,0,0,FL,Miami
Fu Lin Men,"Fu Lin Men, 10848 SW 104th St, Miami, FL 33176",0x88d9c12bd848ddab:0xd9e278e87a7fb1c4,25.6716344,-80.3712875,Delivery Restaurant,4.4,24,0,0,0,0,FL,Miami
Poke 305 Coconut Grove,"Poke 305 Coconut Grove, 3415 Main Hwy, Miami, FL 33133",0x88d9b7cf9acbe7af:0x4412a3de4e0508f0,25.727583799999998,-80.2425585,Restaurant,4.1,47,0,0,0,0,FL,Miami
The Crab Stop of Miami,"The Crab Stop of Miami, 4801 NW 27th Ave, Miami, FL 33142",0x88d9b0d080c457df:0x7138f4f77434ec1d,25.818493,-80.2403068,Seafood restaurant,4.1,104,0,0,0,0,FL,Miami
Ciboney 8 Street,"Ciboney 8 Street, 13960 SW 8th St, Miami, FL 33184",0x88d9bfaff9ef53b1:0x246bd19c90431a4b,25.759913899999997,-80.42249679999999,Cuban restaurant,3.2,88,0,0,0,0,FL,Miami
La Granja Hammocks,"La Granja Hammocks, 11735 SW 147th Ave, Miami, FL 33196",0x88d9c1bfa392c7b5:0x8b4ec44280483c0,25.658230399999997,-80.4309631,Peruvian restaurant,3.9,284,0,0,0,0,FL,Miami
Chayito's Mini-Market & Fritanga,"Chayito's Mini-Market & Fritanga, 6153 SW 8th St, Miami, FL 33144",0x88d9b834d02321b9:0x245f0435da765f66,25.7636224,-80.2955427,"Nicaraguan restaurant, Convenience store, Takeout Restaurant",4.9,28,0,0,0,0,FL,Miami
Hayato Miami,"Hayato Miami, 137-143 NW 23rd St, Miami, FL 33127",0x88d9b7581b4cb9cf:0x3600da9a8be1d3f7,25.799035999999997,-80.197964,Restaurant,3.7,28,0,0,0,0,FL,Miami
Nica Kitchen,"Nica Kitchen, 13726 SW 84th St, Miami, FL 33183",0x88d9c128544fca65:0x17ebeff7c71743df,25.6876024,-80.4167693,Nicaraguan restaurant,4.9,64,0,0,0,0,FL,Miami
Jessica Fritanga,"Jessica Fritanga, 1784 SW 1st St, Miami, FL 33135",0x88d9b7cc24d4f6b9:0xe653a0cef0e58088,25.7717529,-80.2245391,Latin American restaurant,3.8,4,0,1,0,0,FL,Miami
Que Hubo Parce,"Que Hubo Parce, 97 SW 8th St, Miami, FL 33130",0x88d9b71408d79123:0x7c71f2b2360a645b,25.766545999999998,-80.195112,"Colombian restaurant, Fast food restaurant, Latin American restaurant, Lunch restaurant, Taco restaurant",4.6,18,0,1,0,0,FL,Miami
The Munchies Grill,"The Munchies Grill, 252 SW 8th St, Miami, FL 33130",0x88d9b68580e8da8b:0xa22abf774977b23e,25.765974999999997,-80.19861139999999,"Hamburger restaurant, American restaurant, Fast food restaurant, Latin American restaurant, Restaurant",2.6,28,0,0,0,0,FL,Miami
Camila's Cake Supply Corporation,"Camila's Cake Supply Corporation, 9365 SW 40th St, Miami, FL 33165",0x88d9b8bccf145933:0x8905752997485a85,25.7336055,-80.3466054,"Baking supply store, Restaurant supply store",4.5,47,0,0,0,0,FL,Miami
Sarku Japan,"Sarku Japan, 7535 N Kendall Dr Suite 1410, Miami, FL 33156",0x88d9c7a3ba3eec71:0x2bda586809795f9a,25.6911353,-80.31375059999999,"Japanese restaurant, Fast food restaurant, Restaurant, Sushi restaurant, Teppanyaki restaurant",4.1,16,0,0,0,0,FL,Miami
DELICIA KOSHER,"DELICIA KOSHER, 330 NE 59th St, Miami, FL 33137",0x88d9ac50a48dd915:0x14e5ba810662669e,25.8297259,-80.18937559999999,"Food producer, Argentinian restaurant, Delivery Restaurant, Restaurant, Venezuelan restaurant",4.8,14,0,0,0,0,FL,Miami
Bertoni Gelato,"Bertoni Gelato, 2527 NW 2nd Ave, Miami, FL 33127",0x88d9b6b27e6bed35:0xff23db23a41d7bf6,25.801243,-80.19896299999999,"Ice cream shop, Restaurant",3.3,14,0,0,0,0,FL,Miami
El Caminante,"El Caminante, 11359 W Flagler St, Miami, FL 33174",0x88d9bf27738ef93b:0x74d2f815c8dd45f9,25.769283299999998,-80.38031769999999,Nicaraguan restaurant,4.0,64,0,1,0,0,FL,Miami
Cafe Y Sabor,"Cafe Y Sabor, 7269 NW 36th St, Miami, FL 33166",0x88d9b987268aac89:0x4ecdeed739eadee6,25.8101913,-80.31557579999999,"Colombian restaurant, Latin American restaurant",4.3,88,0,1,1,0,FL,Miami
Yaya's Miami Sushi & Seafood Restaurant,"Yaya's Miami Sushi & Seafood Restaurant, 1148 SW 27th Ave, Miami, FL 33135",0x88d9b70740764631:0x331b76868e81b103,25.761618,-80.238985,Seafood restaurant,3.8,5,0,1,1,0,FL,Miami
Karlita's antojitos centroamericanos,"Karlita's antojitos centroamericanos, 3249 nw 22 ave. Miami fl. 33142 Tel. 786 461 0404, Miami, FL 33142",0x88d9b7bd01fa38b7:0x970b5b82689ba58c,25.8063558,-80.23177679999999,Restaurant,4.7,88,0,1,1,0,FL,Miami
Olancho Cafeteria,"Olancho Cafeteria, 240 NW 8th Ave, Miami, FL 33128",0x88d9b6949062a10b:0x79183c27d70734ae,25.776442199999998,-80.2079273,Honduran restaurant,4.0,97,0,1,1,0,FL,Miami
Chicken House #2,"Chicken House #2, 3203 NW 17th Ave, Miami, FL 33142",0x88d9b1211195c10d:0xe22891d4b9618d84,25.8064711,-80.2235128,Chicken restaurant,4.3,225,0,1,1,0,FL,Miami
Fat Yin Restaurant,"Fat Yin Restaurant, 832 W Flagler St, Miami, FL 33130",0x88d9b693162926f5:0xcb141d4c30e95c78,25.7735018,-80.208471,"Chinese restaurant, Delivery Restaurant",4.6,28,0,1,1,0,FL,Miami
St. Hilaire Family Restaurant,"St. Hilaire Family Restaurant, 13383 Memorial Hwy, Miami, FL 33161",0x88d9ae0208ef87a7:0xdd7ccdf0ff966003,25.8978273,-80.19366,Haitian restaurant,4.5,44,0,1,1,0,FL,Miami
Food Truck Wynwood,"Food Truck Wynwood, 210 NW 22nd Ln, Miami, FL 33127",0x88d9b6b21b499d47:0xb9133f7b6358da60,25.798726799999997,-80.199203,Health food restaurant,4.4,38,0,1,1,0,FL,Miami
El Primo Red Tacos,"El Primo Red Tacos, 20 W Flagler St, Miami, FL 33130",0x88d9b7b647cb7e31:0xd3e33351170416ca,25.7740419,-80.194043,Taco restaurant,3.9,108,0,1,1,0,FL,Miami
Cubata,"Cubata, 1605 SW 8th St, Miami, FL 33135",0x88d9b73f14961d37:0x8293c875f689e86,25.7658447,-80.2213447,Spanish restaurant,4.7,28,0,1,1,0,FL,Miami
Costco Food Court,"Costco Food Court, 7795 W Flagler St, Miami, FL 33126",0x88d9b9078633a153:0x5fd79bb112df0c74,25.7753695,-80.3220213,Takeout Restaurant,4.4,8,1,1,0,0,FL,Miami
Poke Life,"Poke Life, 1200 Brickell Bay Dr STE 108, Miami, FL 33131",0x88d9b68176fd9c35:0xdeec8f9b33a60af3,25.7616977,-80.1900634,Organic restaurant,4.2,44,1,0,0,0,FL,Miami
The Café at Books & Books,"The Café at Books & Books, 1300 Biscayne Blvd, Miami, FL 33132",0x88d9b6a718af88df:0x20c1e5adbc0940d2,25.7872724,-80.1895317,"Cafe, Restaurant",4.1,118,1,0,0,0,FL,Miami
Subway,"Subway, 6792 SW 40th St Space 6792, Miami, FL 33155",0x88d9b86c4752623f:0xd044aa3e8ca96eca,25.7324153,-80.30446649999999,"Sandwich shop, Caterer, Fast food restaurant, Takeout Restaurant, Restaurant",3.8,77,1,1,0,0,FL,Miami
Ankarr European Pastry Shop & Restaurant,"Ankarr European Pastry Shop & Restaurant, 9714 SW 24th St, Miami, FL 33155",0x88d9c73b69b1a171:0x1a34d745003cddfb,25.7467091,-80.3521373,Cuban restaurant,3.4,68,1,0,0,0,FL,Miami
Gelato-go by Dolci di Sicilia Miami Shores,"Gelato-go by Dolci di Sicilia Miami Shores, 8224 NE 2nd Ave, Miami, FL 33138",0x88d9b1320437d847:0xafd547011d6a481f,25.8503009,-80.1930904,"Ice cream shop, Bakery, Coffee shop, Italian restaurant, Pastry shop, Restaurant",4.7,8,1,0,0,0,FL,Miami
Tarragon Middle East Market,"Tarragon Middle East Market, 6623 S Dixie Hwy, Miami, FL 33143",0x88d9c7956f125cd7:0x710f0ca079fd6883,25.694553499999998,-80.3003,"Grocery store, Takeout Restaurant, Middle Eastern restaurant, Supermarket",4.2,54,1,0,0,0,FL,Miami
Papa John's Pizza,"Papa John's Pizza, 6701 Bird Rd, Miami, FL 33155",0x88d9b86c40347589:0xd1832792bf8d45bf,25.733674399999998,-80.3030953,Pizza restaurant,3.8,148,1,1,0,0,FL,Miami
Pizza Hut,"Pizza Hut, 6625 S Dixie Hwy, Miami, FL 33143",0x88d9c795652e71f3:0xf759b2bd62e4d08,25.694462899999998,-80.300294,"Pizza delivery, Chicken wings restaurant, Takeout Restaurant, Pizza restaurant",3.3,146,1,0,0,0,FL,Miami
Che Milanesa,"Che Milanesa, 11735 SW 147th Ave #38, Miami, FL 33196",0x88d9c10c91accb55:0x21c715aaf859566f,25.6575497,-80.4311496,Argentinian restaurant,4.5,195,1,0,0,1,FL,Miami
Einstein Bros. Bagels,"Einstein Bros. Bagels, 11200 SW 8th St, Miami, FL 33199",0x88d9bf2555de7771:0x39b4ac0fe615045,25.757195,-80.3758294,"Bagel shop, Bakery, Breakfast restaurant, Cafe",4.0,18,1,0,0,0,FL,Miami
Little Bread,"Little Bread, 2330 Salzedo St, Miami, FL 33134",0x88d9b79a101ab565:0x78dad59814534e01,25.750048099999997,-80.2609322,"Restaurant, Cuban restaurant, Gastropub",4.2,8,1,1,0,0,FL,Miami
Enya Asian Bistro & Sushi,"Enya Asian Bistro & Sushi, 2774 SW 27th Ave, Miami, FL 33133",0x88d9b75614980d29:0x60d7e0b7ae2fbffd,25.7409909,-80.2381687,"Japanese restaurant, Asian fusion restaurant, Asian restaurant, Chinese noodle restaurant, Chinese restaurant, Ramen restaurant, Sushi restaurant",4.8,178,1,1,0,0,FL,Miami
Eastside Cantina,"Eastside Cantina, 860 NE 79th St B, Miami, FL 33138",0x88d9b3fa31b00e73:0x73cc5b7685aa147c,25.8478581,-80.1786341,"Bar, Caterer, Event planner, Event venue, Restaurant",5.0,6,1,1,0,0,FL,Miami
Casa Chan Restaurant,"Casa Chan Restaurant, 2901 SW 8th St, Miami, FL 33135",0x88d9ba0938d3c975:0x71e7ca5ed569a4db,25.7652994,-80.2412365,"Honduran restaurant, Chinese restaurant, Delivery Restaurant",4.3,248,1,0,0,0,FL,Miami
JOE & THE JUICE,"JOE & THE JUICE, 17700 Collins Ave, Miami, FL 33160",0x88d9ad4abeada3ed:0xd4212fa64999b49a,25.9397977,-80.1216549,"Juice shop, Cafe, Coffee shop, Health food restaurant, Modern European restaurant, Sandwich shop, Scandinavian restaurant",3.0,38,1,1,0,0,FL,Miami
Gran Paris Bakery Coral Way,"Gran Paris Bakery Coral Way, 8727 SW 24th St #108, Miami, FL 33165",0x88d9b9c2a4546587:0x3faf80272a435514,25.7492897,-80.3363712,"Bakery, Restaurant",3.7,27,1,0,0,0,FL,Miami
La Macarena Cafeteria,"La Macarena Cafeteria, 13769 SW 139th Ct, Miami, FL 33186",0x88d9c185b8d53193:0xafe143dabe912086,25.6392225,-80.41954899999999,"Cafeteria, Caribbean restaurant, Cuban restaurant, Latin American restaurant, Restaurant",4.2,94,1,0,0,0,FL,Miami
Little Caesars Pizza,"Little Caesars Pizza, 12350 SW 8th St, Miami, FL 33184",0x88d9bf1a5bf8aba9:0x986be5c63cd89a48,25.7594545,-80.3956127,"Pizza restaurant, Pizza Takeout",3.6,78,1,0,0,0,FL,Miami
Giorgio Cafe Gourmet Market,"Giorgio Cafe Gourmet Market, 2296 Coral Way, Miami, FL 33145",0x88d9b794f189198d:0xcc3ae3d97eb53e75,25.750462199999998,-80.23197309999999,Argentinian restaurant,4.7,56,1,1,0,0,FL,Miami
Fatty Cow Hot Pot Buffet,"Fatty Cow Hot Pot Buffet, 10600 SW 8th St, Miami, FL 33174",0x88d9bf29fc4b5d93:0x9789c99dda353454,25.760959099999997,-80.367569,Delivery Chinese restaurant,4.8,36,1,0,0,0,FL,Miami
El Coyote,"El Coyote, 145 E Flagler St, Miami, FL 33131",0x88d9b69c2877ea6f:0xa32c0a0d5a486bcf,25.774462999999997,-80.1909417,"Latin American restaurant, Mexican restaurant",5.0,5,1,1,0,0,FL,Miami
Pizza Hut,"Pizza Hut, 9672 Sunset Dr, Miami, FL 33173",0x88d9c746d01920a5:0x66a7450f2fbd2e27,25.7005382,-80.3498858,"Pizza delivery, Chicken wings restaurant, Takeout Restaurant, Pizza restaurant",3.3,117,1,0,0,0,FL,Miami
ABC Restaurant Supplies,"ABC Restaurant Supplies, 1345 N Miami Ave, Miami, FL 33136",0x88d9b6a41611f9b9:0xb9e8ea264e00248a,25.7876963,-80.1939465,Restaurant supply store,4.2,28,1,0,0,0,FL,Miami
Ana Paz Cakes,"Ana Paz Cakes, 1460 NW 107th Ave D, Miami, FL 33172",0x88d9becb9b0f05cf:0x97b932207906678e,25.787269499999997,-80.3696707,"Cake shop, Bakery, Pancake restaurant, Restaurant",4.4,74,1,0,0,0,FL,Miami
Mena Catering,"Mena Catering, 7462 SW 48th St, Miami, FL 33155",0x88d9b87bcaba902b:0x1a658bebc6922f6e,25.724667,-80.3142605,"Catering food and drink supplier, Event planner, Fast food restaurant, Health food restaurant",5.0,8,1,0,0,0,FL,Miami
Miami Fresh Cafe,"Miami Fresh Cafe, 52 SW 10th St, Miami, FL 33130",0x88d9b6846b5370cf:0x149e1d8a0686ba1c,25.764335499999998,-80.1941626,Health food restaurant,4.0,48,1,0,0,0,FL,Miami
Teriyaki Madness,"Teriyaki Madness, 13775 SW 152nd St, Miami, FL 33177",0x88d9c34f9888e72f:0xa9e2d2e8317ab975,25.6268677,-80.41672109999999,"Asian fusion restaurant, Caterer, Fast food restaurant, Gluten-free restaurant, Japanese restaurant, Restaurant",4.0,43,1,1,1,0,FL,Miami
Pa'Ke Leo,"Pa'Ke Leo, 12084 SW 131st Ave, Miami, FL 33186",0x88d9c1dfff0aa195:0x14c0b0275dfd6161,25.655511999999998,-80.4066378,Fast food restaurant,5.0,1,1,1,1,0,FL,Miami
Taco Bell,"Taco Bell, 20925 S Dixie Hwy, Miami, FL 33189",0x88d9c3f842dc5e87:0x601b1a81ebb35f43,25.5725326,-80.3751802,"Mexican restaurant, Restaurant",4.1,47,1,1,1,0,FL,Miami
Aklan Buffet and Sushi,"Aklan Buffet and Sushi, 255 E Flagler St #70, Miami, FL 33131",0x88d9b7d1babdc613:0xe62112281574b4e7,25.7745358,-80.18903259999999,Filipino restaurant,4.9,45,1,1,1,0,FL,Miami
The Oceanaire Seafood Room - CLOSED,"The Oceanaire Seafood Room - CLOSED, 900 S Miami Ave, Miami, FL 33130",0x88d9b6845a6b6e5d:0x9681e8b39e939a32,25.7647294,-80.1934782,"Seafood restaurant, Fine dining restaurant",3.7,25,1,1,1,0,FL,Miami
Kebab Indian Restaurant,"Kebab Indian Restaurant, 13448 Biscayne Blvd, Miami, FL 33181",0x88d9ad8bea8c3947:0xb8bb54acefe7bcf4,25.8996949,-80.1614274,"Indian restaurant, Asian restaurant, Restaurant",5.0,2,1,0,1,0,FL,Miami
Miami Smokers- Urban Smokehouse,"Miami Smokers- Urban Smokehouse, 306 NW 27th Ave, Miami, FL 33125",0x88d9b71bbcdea9b5:0xfa2a97225fa36de6,25.7758,-80.2393917,"Sandwich shop, Barbecue restaurant, Butcher shop, Charcuterie, Deli",4.4,98,1,1,1,0,FL,Miami
Asador 5 Jotas,"Asador 5 Jotas, 1148 SW 27th Ave, Miami, FL 33135",0x88d9b70740764631:0x52667a9f6fa77df6,25.761618,-80.238985,Spanish restaurant,4.4,88,1,1,1,0,FL,Miami
Mon Sha!,"Mon Sha!, 11995 SW 26th St, Miami, FL 33175",0x88d9bf6ac36c1477:0x926881b232b2de08,25.745677999999998,-80.39009,"Bar & grill, Bar, Family restaurant, Restaurant",4.1,88,1,0,1,0,FL,Miami
Bites to Bites,"Bites to Bites, 900 Biscayne Blvd Unit R105, Miami, FL 33132",0x88d9b72c60d0a283:0x624e68c1a071a4b6,25.7837122,-80.1899708,"Latin American restaurant, Tapas restaurant",4.9,24,1,1,1,0,FL,Miami
Subway,"Subway, 11780 SW 104th St Unit B105, Miami, FL 33186",0x88d9c121706af551:0xa5feda8e529ad02,25.6710329,-80.3859469,"Sandwich shop, Caterer, Fast food restaurant, Takeout Restaurant, Restaurant",4.0,48,1,1,1,0,FL,Miami
