local_name,address,gmap_id,latitude,longitude,category,avg_rating,num_of_reviews,apto_sillas_de_ruedas,atmosfera_agradable,apto_grupos_grandes,solo_efectivo,city
Sazòn Cubana,"Sazòn Cubana, 7330 Ocean Terrace, Miami Ocean Terrace, Miami, FL 33141",0x88d9b2c2992f01a7:0x9e1b3e8fc217eb58,25.859164999999997,-80.1201432,Restaurant,5.0,1,0,1,0,0,Miami
Rye Toast LLC.,"Rye Toast LLC., 1015 S Main St, Miamisburg, OH 45342",0x884063a0d8d1a405:0x23004fee9397454,39.6298166,-84.29362189999999,Restaurant,4.7,35,0,1,0,0,Miami
The Alibi,"The Alibi, 218 Española Way, Miami Beach, FL 33139",0x88d9b4901bd058bf:0x89155096a86b0806,25.7868022,-80.13101809999999,Restaurant,4.4,17,0,1,1,0,Miami
Royally Cle's,"Royally Cle's, NW 24th Ave, Miami, FL 33147",0x88d9b0f955555555:0x6ed0ac7ea563548,25.84791,-80.2377078,Restaurant,3.8,4,0,1,0,0,Miami
Imlee,"Imlee, 12663 S Dixie Hwy, Miami, FL 33156",0x88d9c6f2564b2aa7:0x5849b648ff7a8cbe,25.6521243,-80.32847459999999,Restaurant,2.5,28,0,0,0,0,Miami
Latin Cafe,"Latin Cafe, 7445 Collins Ave, Miami Beach, FL 33141",0x88d9b2e9d330ddc3:0x130d4e4aed432a3,25.8604745,-80.12072189999999,Restaurant,3.4,68,0,0,0,0,Miami
Benny's Seafood Restaurant,"Benny's Seafood Restaurant, 295 NW 82nd Ave, Miami, FL 33126",0x88d9bf357cfa8833:0xf7cc94291ceca96a,25.7731608,-80.3281956,Restaurant,3.5,46,0,0,0,0,Miami
David's Café,"David's Café, 1058 Collins Ave, Miami Beach, FL 33139",0x88d9b48df895de39:0xfb58a4d5ddc98d06,25.781695199999998,-80.1317169,Restaurant,3.5,18,0,0,0,0,Miami
Eat Greek Souvlaki,"Eat Greek Souvlaki, 30 SW 8th St, Miami, FL 33130",0x88d9b6848923876f:0x4e60f581f8b72d9b,25.7659736,-80.19393579999999,Restaurant,3.7,18,0,0,0,0,Miami
Eat Greek Souvlaki,"Eat Greek Souvlaki, 1570 Alton Rd, Miami Beach, FL 33139",0x88d9b48875565595:0xfcce6ddb5fba36d0,25.788691,-80.1413803,Restaurant,3.8,68,0,0,0,0,Miami
CHOTU,"CHOTU, 3252 NE 1st Ave #111, Miami, FL 33137",0x88d9b16fc1454483:0xca03415a14560876,25.807181099999998,-80.1932745,Restaurant,3.8,68,0,0,0,0,Miami
Mario the Baker Pizza,"Mario the Baker Pizza, 43 W Flagler St, Miami, FL 33130",0x88d9b6aaee391b1d:0x63e1b6a6888b3275,25.7745559,-80.19453949999999,Restaurant,3.8,28,0,0,0,0,Miami
Quiznos,"Quiznos, 5311 S Miami Blvd, Durham, NC 27703",0x89acefcfdba73993:0x8b1b6f3f39c00afb,35.8804315,-78.8495341,Restaurant,3.8,18,0,0,0,0,Miami
Akashi Japanese Restaurant,"Akashi Japanese Restaurant, 3444 Main Hwy, Miami, FL 33133",0x88d9b7c56534c233:0xa63246cf850ebbf2,25.727297399999998,-80.2433119,Restaurant,3.8,66,0,0,0,0,Miami
Chef Tian Express,"Chef Tian Express, 4700 S Le Jeune Rd, Miami, FL 33146",0x88d9b7ef11cf0b9f:0x4b00c189182fb618,25.7286805,-80.2620893,Restaurant,3.8,94,0,1,0,0,Miami
Food Court,"Food Court, 147 Biscayne Blvd, Miami, FL 33132",0x88d9b420598b9a3f:0xff7ce7a1cf7ad7d7,25.7773927,-80.18551459999999,Restaurant,3.9,138,0,0,0,0,Miami
Nostra Pizza,"Nostra Pizza, 40 NE 1st Ave Ste 102, Miami, FL 33132",0x88d9b69ea4220beb:0xcf5f7cd6fd455cb6,25.7749743,-80.1920834,Restaurant,4.0,2,0,1,0,0,Miami
Subway,"Subway, 11506 Quail Roost Dr, Miami, FL 33157",0x88d9c39af294fac1:0x69cdd30045a30481,25.5917383,-80.3794604,Restaurant,4.1,118,0,0,0,0,Miami
Downtown Bistro - French Restaurant & Bistro in Downtown Miami,"Downtown Bistro - French Restaurant & Bistro in Downtown Miami, 114 SE 1st St, Miami, FL 33131",0x88d9b69c3d095ff1:0xce5963c4d5854ad7,25.773220499999997,-80.1912928,Restaurant,4.3,25,0,0,0,0,Miami
Royal Bavarian Schnitzel Haus,"Royal Bavarian Schnitzel Haus, 1085 NE 79th St, Miami, FL 33138",0x88d9b3cd3f274101:0x64335c60e4e3065e,25.8482952,-80.17479929999999,Restaurant,4.3,144,0,0,0,0,Miami
Bakery Antojitos Colombianos,"Bakery Antojitos Colombianos, 12161 SW 152nd St, Miami, FL 33177",0x88d9c3c682fe8a01:0x34f123db79ec201e,25.6270976,-80.3897594,Restaurant,4.5,46,0,0,0,0,Miami
Fidele-la Seafood Restaurant,"Fidele-la Seafood Restaurant, North Miami, FL 33161",0x88d9b20268f38483:0x8160d9c4de7fc1c7,25.889170099999998,-80.18630999999999,Restaurant,4.6,108,0,1,0,0,Miami
Antojos Peruanos,"Antojos Peruanos, 261 Westward Dr STE 105, Miami Springs, FL 33166",0x88d9bb6747ee0b77:0xf076915aa79a7800,25.8212361,-80.2855501,Restaurant,4.7,16,0,1,0,0,Miami
Los Paisanos Restaurant,"Los Paisanos Restaurant, 880 SW 1st St, Miami, FL 33130",0x88d9b692d7972335:0xeb04fb0173866979,25.7725786,-80.2092196,Restaurant,4.7,18,0,1,0,0,Miami
Fuji Hana,"Fuji Hana, 11768 SW 88th St, Miami, FL 33186",0x88d9c16f1fccdf09:0x4eeba37f97b62ab7,25.68573,-80.3862065,Restaurant,4.8,66,0,0,0,0,Miami
Jamican Take-Out,"Jamican Take-Out, 16435 NE 15th Ave, North Miami Beach, FL 33162",0x88d9adc699fd54ef:0x91fc7eac19794c63,25.9269473,-80.1698799,Restaurant,2.0,4,0,1,1,0,Miami
Fritanga Airport,"Fritanga Airport, 4441 NW 36th St, Miami Springs, FL 33166",0x88d9b753376bdad3:0x4f4f98fe91442dec,25.808425099999997,-80.2694495,Restaurant,4.0,456,0,1,1,0,Miami
Jennifer's Cafeteria,"Jennifer's Cafeteria, 16462 NE 16th Ave, North Miami Beach, FL 33162",0x88d9adc6e1ba0bcf:0xb0df4b87b30ccc0b,25.9272222,-80.1683333,Restaurant,4.1,268,0,1,1,0,Miami
Miriam's Grill,"Miriam's Grill, 2190 NW 183rd St, Miami Gardens, FL 33056",0x88d9af3a85a63ef7:0x177a174db0b8652c,25.9408282,-80.2368801,Restaurant,4.3,74,0,0,1,0,Miami
Parrillada Argentina,"Parrillada Argentina, 18101 SW 177th Ave, Miami, FL 33187",0x88d9e91b16def921:0xf5da741d412c2b19,25.597991999999998,-80.4781888,Restaurant,4.3,7,0,1,1,0,Miami
Indian Gate restaurant,"Indian Gate restaurant, 3401 NW LeJeune Rd, Miami, FL 33142",0x88d9b74c6891a087:0x2483d6f90d6f31d8,25.8049821,-80.262889,Restaurant,4.4,98,0,1,1,0,Miami
ROSTICCERIA,"ROSTICCERIA, 1458 Washington Ave, Miami Beach, FL 33139",0x88d9b526469e7b5f:0xa93527ba9f30cee5,25.7874251,-80.1319336,Restaurant,4.7,78,0,0,1,0,Miami
Hardee's,"Hardee's, 1032 N Miami Blvd, Durham, NC 27703",0x89ace49a8402ad6b:0xea03ae142b90d602,35.993913899999995,-78.869835,Restaurant,2.5,94,0,0,0,0,Miami
Mingies Chinese Restaurant,"Mingies Chinese Restaurant, 760 NW 183rd St, Miami Gardens, FL 33169",0x88d9ae5ec4fc831f:0x4d8f5fea805af74d,25.941506099999998,-80.21446089999999,Restaurant,3.0,115,0,0,0,0,Miami
Subway,"Subway, 2700 Miamisburg Centerville Rd Space #1406, Dayton, OH 45459",0x884088fc7e63acfd:0xeeae741bd399cc10,39.6337548,-84.22014469999999,Restaurant,3.7,38,0,0,0,0,Miami
Crepe Maker,"Crepe Maker, 8888 SW 136th St, Miami, FL 33176",0x88d9c6940edca2e7:0xd6fda49c6c02405a,25.644594299999998,-80.3392757,Restaurant,3.9,98,0,0,0,0,Miami
747 Cafeteria,"747 Cafeteria, 4665 NW 7th St, Miami, FL 33126",0x88d9b763f4026865:0xf2aaa60f2b0ed892,25.779196,-80.2715944,Restaurant,3.9,15,0,0,0,0,Miami
Coco Baleadas Miami,"Coco Baleadas Miami, 1721 Coral Way, Miami, FL 33145",0x88d9b6508d4d66f1:0x82ed3bea0f384b94,25.7510251,-80.2224944,Restaurant,4.0,268,0,0,0,0,Miami
STK Miami,"STK Miami, ME Miami Hotel, 1100 Biscayne Blvd, Miami, FL 33132",0x88d9b6a0d90368bb:0xe9befbc3b33128e3,25.785186,-80.190103,Restaurant,4.0,58,0,0,0,0,Miami
Total Cafeteria,"Total Cafeteria, 1401 NW 23rd St, Miami, FL 33142",0x88d9b6ce136bfc79:0x7e5f9449277d986a,25.798776999999998,-80.2194885,Restaurant,4.1,28,0,1,0,0,Miami
Shish Mediterranean Cuisine,"Shish Mediterranean Cuisine, 1062 Brickell Ave, Miami, FL 33131",0x88d9b72c7f3d3d35:0x9f06682675a32c53,25.7633261,-80.19181499999999,Restaurant,4.2,13,0,0,0,0,Miami
Kanpei Sake Lounge,"Kanpei Sake Lounge, 7308 Collins Ave, Miami Beach, FL 33141",0x88d9b2e8199bff95:0xf3b09eb09fa6fea7,25.858727599999998,-80.12107979999999,Restaurant,4.2,117,0,0,0,0,Miami
AROMI,"AROMI, 7330 Ocean Terrace, Miami Beach, FL 33141",0x88d9b2c298d7c6a5:0xd180033e0e63803a,25.859290299999998,-80.1199609,Restaurant,4.2,57,0,0,0,0,Miami
Here Comes the Sun,"Here Comes the Sun, 2188 NE 123rd St, North Miami, FL 33181",0x88d9b2775619c851:0x98daa1952a08e2fa,25.8891989,-80.1540289,Restaurant,4.3,58,0,0,0,0,Miami
Isla del Encanto 2,"Isla del Encanto 2, 11236 SW 137th Ave, Miami, FL 33186, United States",0x88d9c1a441f8dccb:0xb1a8a154bc035d1b,25.663097099999998,-80.41711289999999,Restaurant,4.4,118,0,0,0,0,Miami
Saltados By Divino,"Saltados By Divino, 3380 NW 72nd Ave, Miami, FL 33122",0x88d9b984291a377f:0x508e1167d8485ba6,25.8059072,-80.31344109999999,Restaurant,4.6,34,0,0,0,0,Miami
Rancho Palmira,"Rancho Palmira, 12891 SW 42nd St, Miami, FL 33175",0x88d9bff0ea065b13:0xe6c32fe65361062e,25.730226,-80.4033199,Restaurant,4.8,34,0,0,0,0,Miami
Plant Food + Wine,"Plant Food + Wine, 105 NE 24th St, Miami, FL 33137",0x88d9b6ab841da975:0xad81e646ecbd9311,25.8001221,-80.192793,Restaurant,4.8,28,0,0,0,0,Miami
Despensa Creative Cuisine,"Despensa Creative Cuisine, 15746 SW 56th St, Miami, FL 33185, United States",0x88d9c01c60530903:0x8f458b90a22a9c07,25.7126751,-80.4485705,Restaurant,4.8,88,0,0,0,0,Miami
A Guy and a Deli,"A Guy and a Deli, 2634 NE 2nd Ave, Miami, FL 33137",0x88d9b7e8cb59d693:0xb7ecf4ddadd00aa3,25.8022469,-80.19118979999999,Restaurant,4.9,34,0,0,0,0,Miami
Forte by Chef Adrianne,"Forte by Chef Adrianne, 45 Miracle Mile, Miami, FL 33134",0x88d9b7d325cfc809:0xa2a1f741014e5255,25.7500425,-80.2558088,Restaurant,3.0,6,0,1,1,0,Miami
Layla,"Layla, 2216 Park Ave, Miami Beach, FL 33139",0x88d9b570876208ab:0xb79ae4416812ab39,25.798695199999997,-80.130515,Restaurant,4.5,28,0,1,1,0,Miami
Cafe Bernie,"Cafe Bernie, Waterfront Restaurant, 5600 Collins Ave, Miami Beach, FL 33140",0x88d9b34b93b08a37:0xf087797362fc9600,25.8369248,-80.1207876,Restaurant,5.0,8,0,1,1,0,Miami
Embarcadero 42,"Embarcadero 42, 168 SE 1st St, Miami, FL 33131",0x88d9b69c34142595:0xd456720d81d1807f,25.7732858,-80.1905778,Restaurant,5.0,1,0,1,1,0,Miami
Au Bon Pain,"Au Bon Pain, 2100 NW 42nd Ave, Miami, FL 33126",0x88d9b9e26cdea32b:0xef1b56c0b157763f,25.7976784,-80.2831983,Restaurant,2.2,38,1,1,1,0,Miami
La Fontana Grill South Beach,"La Fontana Grill South Beach, 512 Española Way, Miami Beach, FL 33139",0x88d9b48f9517a07d:0x7ca09c7f948ebaea,25.7867957,-80.1331865,Restaurant,2.8,26,1,1,1,0,Miami
Dragon 1 Chinese Restaurant,"Dragon 1 Chinese Restaurant, 407 Miamisburg Centerville Rd, Washington Township, OH 45459",0x88408ed8c97db22d:0xa053dd0a155751a6,39.628982,-84.170853,Restaurant,3.2,108,1,1,0,0,Miami
Yummy Chinese & Sushi Bar,"Yummy Chinese & Sushi Bar, 1671 Alton Rd, Miami Beach, FL 33139",0x88d9b487a647e40f:0x61cad81c9b87b288,25.791313499999998,-80.1410666,Restaurant,3.2,34,1,1,1,0,Miami
Pizza Hut,"Pizza Hut, 6625 S Dixie Hwy, Miami, FL 33143",0x88d9c795652e71f3:0xf759b2bd62e4d08,25.694462899999998,-80.300294,Restaurant,3.3,146,1,0,0,0,Miami
Pizza Hut,"Pizza Hut, 9672 Sunset Dr, Miami, FL 33173",0x88d9c746d01920a5:0x66a7450f2fbd2e27,25.7005382,-80.3498858,Restaurant,3.3,117,1,0,0,0,Miami
Dreamy Cafe,"Dreamy Cafe, 23 E Central Ave, Miamisburg, OH 45342",0x884063b6abac9aef:0x46c8fccdc79a5e0a,39.6418603,-84.2882576,Restaurant,3.3,98,1,1,1,0,Miami
Pink Teacup Crab Pot,"Pink Teacup Crab Pot, 4770 Biscayne Blvd #110, Miami, FL 33137",0x88d9b31f8d39d2d5:0xbd1360a69c0e1ee6,25.818896499999997,-80.1882311,Restaurant,3.3,27,1,0,1,0,Miami
Umi Sushi & Sake Bar,"Umi Sushi & Sake Bar, 1685 Collins Ave, Miami Beach, FL 33139",0x88d9b49b0d6862cd:0x4537f8a09624c37f,25.792103599999997,-80.129116,Restaurant,3.4,58,1,0,1,0,Miami
Managuita Restaurant,"Managuita Restaurant, 11373 SW 211 St, Miami, FL 33189",0x88d9c37add950357:0xa17a34bbe99d9fa3,25.571666699999998,-80.375,Restaurant,3.4,173,1,1,1,0,Miami
Subway,"Subway, 6265 NW 7th Ave, Miami, FL 33150",0x88d9b16b69ffa347:0x12dc225b65aa3a1f,25.8330706,-80.2082428,Restaurant,3.4,138,1,1,1,0,Miami
Subway,"Subway, 784 Loveland-Miamiville Rd Suite 300, Loveland, OH 45140",0x8840559d4990a875:0xb869e8d28216329b,39.2294421,-84.258573,Restaurant,3.5,37,1,1,1,0,Miami
Escopazzo,"Escopazzo, 1311 Washington Ave, Miami Beach, FL 33139",0x88d9b48e2602bb4b:0x29145380b70e8c91,25.7844987,-80.1318113,Restaurant,3.6,17,1,1,0,0,Miami
"Jules Kitchen, at Circa 39 Hotel","Jules Kitchen, at Circa 39 Hotel, 3900 Collins Ave, Miami Beach, FL 33140",0x88d9b3688a27cfb5:0xa3b00e0d0406b01,25.812058099999998,-80.1235427,Restaurant,3.6,128,1,1,1,0,Miami
Eat Greek,"Eat Greek, 2917 Biscayne Blvd, Miami, FL 33137",0x88d9b15539a2573f:0xb2fd97ae6339d10d,25.804543,-80.189176,Restaurant,3.6,68,1,1,1,0,Miami
Tango Grill,"Tango Grill, 401 Biscayne Blvd, Miami, FL 33132",0x88d9b42056d0d4ed:0x4da8a0499e26705e,25.777331699999998,-80.1853014,Restaurant,3.6,18,1,1,1,0,Miami
Gran Paris Bakery Coral Way,"Gran Paris Bakery Coral Way, 8727 SW 24th St #108, Miami, FL 33165",0x88d9b9c2a4546587:0x3faf80272a435514,25.7492897,-80.3363712,Restaurant,3.7,27,1,0,0,0,Miami
Pizza Hut Express,"Pizza Hut Express, 5601 NW 183rd St, Miami Gardens, FL 33055",0x88d9a5703309d74d:0xf0952d7ab06fecb9,25.9401849,-80.29066809999999,Restaurant,3.7,18,1,0,0,0,Miami
La Rumba Ranch,"La Rumba Ranch, 16860 SW 177th Ave, Miami, FL 33187",0x88d9e98d8eafc01b:0xefd8284f188d4aee,25.6084423,-80.47965239999999,Restaurant,3.7,47,1,1,1,0,Miami
Venus Restaurant,"Venus Restaurant, 13785 NW 7th Ave, Miami, FL 33168",0x88d9ae2037a9ed65:0x7ee57f5650b106f,25.901131,-80.21119,Restaurant,3.7,98,1,1,1,0,Miami
Subway,"Subway, 6792 SW 40th St Space 6792, Miami, FL 33155",0x88d9b86c4752623f:0xd044aa3e8ca96eca,25.7324153,-80.30446649999999,Restaurant,3.8,77,1,1,0,0,Miami
Jamba Florida International University,"Jamba Florida International University, Graham Center, 11200 SW 8th St, Miami, FL 33199",0x88d9bf31be4d06a3:0xbd7f618337ba3c1a,25.75612,-80.37281999999999,Restaurant,3.8,18,1,0,1,0,Miami
MY CEVICHE,"MY CEVICHE, 1961 Miad Cir, Miami, FL 33126",0x88d9b9e327c1fd3b:0x2d638ab276a403d4,25.797227,-80.27960709999999,Restaurant,3.8,16,1,1,1,0,Miami
Macaluso's & Co. an Italian-American Market,"Macaluso's & Co. an Italian-American Market, 5845 FL-986, South Miami, FL 33143",0x88d9b4873e5d375f:0xfd3f999877835443,25.704476999999997,-80.28828899999999,Restaurant,3.9,68,1,0,0,1,Miami
Opera House Miami,"Opera House Miami, 1750 N Bayshore Dr, Miami, FL 33132",0x88d9b5473a8a1263:0x4d81f6677d354fbd,25.792282999999998,-80.1871585,Restaurant,3.9,53,1,1,1,0,Miami
Teriyaki Madness,"Teriyaki Madness, 13775 SW 152nd St, Miami, FL 33177",0x88d9c34f9888e72f:0xa9e2d2e8317ab975,25.6268677,-80.41672109999999,Restaurant,4.0,43,1,1,1,0,Miami
Subway,"Subway, 11780 SW 104th St Unit B105, Miami, FL 33186",0x88d9c121706af551:0xa5feda8e529ad02,25.6710329,-80.3859469,Restaurant,4.0,48,1,1,1,0,Miami
Bani Bistro,"Bani Bistro, 323 Sunny Isles Blvd, North Miami Beach, FL 33160",0x88d9ad1a273fdf81:0x897f7f795914947d,25.930048499999998,-80.1262026,Restaurant,4.0,4,1,1,1,0,Miami
B Bar Indian Restaurant & Buffet,"B Bar Indian Restaurant & Buffet, 2995 NE 163rd St, North Miami Beach, FL 33160",0x88d9ad085a8bf59b:0xb8b2be3e65b8d69b,25.927093199999998,-80.1405625,Restaurant,4.0,126,1,0,1,1,Miami
Subway,"Subway, 19825 NW 2nd Ave, Miami Gardens, FL 33169",0x88d9ae8df3432f35:0xe0a0f636b7dc7b03,25.956277099999998,-80.20501949999999,Restaurant,4.0,67,1,1,1,0,Miami
The Café at Books & Books,"The Café at Books & Books, 1300 Biscayne Blvd, Miami, FL 33132",0x88d9b6a718af88df:0x20c1e5adbc0940d2,25.7872724,-80.1895317,Restaurant,4.1,118,1,0,0,0,Miami
Taco Bell,"Taco Bell, 20925 S Dixie Hwy, Miami, FL 33189",0x88d9c3f842dc5e87:0x601b1a81ebb35f43,25.5725326,-80.3751802,Restaurant,4.1,47,1,1,1,0,Miami
Mon Sha!,"Mon Sha!, 11995 SW 26th St, Miami, FL 33175",0x88d9bf6ac36c1477:0x926881b232b2de08,25.745677999999998,-80.39009,Restaurant,4.1,88,1,0,1,0,Miami
Night Owl Cookies,"Night Owl Cookies, 13505 Biscayne Blvd, North Miami Beach, FL 33181",0x88d9ad3724eddba1:0xc610cf6dabb9cc13,25.9003215,-80.1598477,Restaurant,4.1,17,1,1,1,0,Miami
El Sol De Miami Garden Restaurant,"El Sol De Miami Garden Restaurant, 3397 NW 151st Terrace, Opa-locka, FL 33054",0x88d9afe7b664e5d5:0x7193e758b2790f24,25.912218,-80.2567672,Restaurant,4.1,28,1,1,1,0,Miami
Subway,"Subway, 11402 NW 41st St Bay 103, Miami, FL 33178",0x88d9bea15500770b:0xf2e21ab061dea46e,25.8109011,-80.38192839999999,Restaurant,4.1,58,1,1,1,0,Miami
Two Guys Restaurant,"Two Guys Restaurant, 1490 NW 3rd Ave #108, Miami, FL 33136",0x88d9b6bcbcf2c0d3:0x6615d9fdac1a0616,25.7896222,-80.2002404,Restaurant,4.1,86,1,1,1,0,Miami
Moe's Southwest Grill - Temporary Closed Until 1/8,"Moe's Southwest Grill - Temporary Closed Until 1/8, 3000 NE 151st St, Miami, FL 33181",0x88d9ad768d6fb93f:0x9ef8f7ff5b3be267,25.9102076,-80.1391137,Restaurant,4.1,16,1,0,1,0,Miami
Negroni Club House Doral Isles,"Negroni Club House Doral Isles, 10929 NW 69th St, Miami, FL 33178",0x88d9bd967e9f7b9d:0xa7bd8950151cff70,25.831674999999997,-80.3775701,Restaurant,4.1,8,1,1,1,0,Miami
Miami Grill South Beach,"Miami Grill South Beach, 1541 Washington Ave, Miami Beach, FL 33139",0x88d9b48ffd8f089d:0x48a5cc039b3ae674,25.788428,-80.1316245,Restaurant,4.1,55,1,0,1,1,Miami
Tarragon Middle East Market,"Tarragon Middle East Market, 6623 S Dixie Hwy, Miami, FL 33143",0x88d9c7956f125cd7:0x710f0ca079fd6883,25.694553499999998,-80.3003,Restaurant,4.2,54,1,0,0,0,Miami
Little Bread,"Little Bread, 2330 Salzedo St, Miami, FL 33134",0x88d9b79a101ab565:0x78dad59814534e01,25.750048099999997,-80.2609322,Restaurant,4.2,8,1,1,0,0,Miami
La Macarena Cafeteria,"La Macarena Cafeteria, 13769 SW 139th Ct, Miami, FL 33186",0x88d9c185b8d53193:0xafe143dabe912086,25.6392225,-80.41954899999999,Restaurant,4.2,94,1,0,0,0,Miami
ABC Restaurant Supplies,"ABC Restaurant Supplies, 1345 N Miami Ave, Miami, FL 33136",0x88d9b6a41611f9b9:0xb9e8ea264e00248a,25.7876963,-80.1939465,Restaurant,4.2,28,1,0,0,0,Miami
Rincon Espanol Restaurant,"Rincon Espanol Restaurant, 9511 S Dixie Hwy, Miami, FL 33156",0x88d9c7af5c4d1a6d:0xd19d444edae5f80e,25.682468699999998,-80.3134475,Restaurant,4.2,135,1,1,1,0,Miami
Lucky Thai Food,"Lucky Thai Food, 1570 Alton Rd #C, Miami Beach, FL 33139",0x88d9b57b3834463b:0x22f1020d6078637e,25.7886648,-80.1413973,Restaurant,4.2,115,1,1,1,0,Miami
Don Gloton Wynwood,"Don Gloton Wynwood, 2250 NW 2nd Ave, Miami, FL 33127",0x88d9b6b204210847:0x1fb808d00a44f215,25.798681,-80.19952289999999,Restaurant,4.2,38,1,1,1,0,Miami
Don Favio's Pizza,"Don Favio's Pizza, 4685 NW 7th St, Miami, FL 33126",0x88d9b763f095b7d1:0x4e081c60406e665b,25.7792086,-80.2717784,Restaurant,4.2,228,1,1,1,0,Miami
Mason's Famous Lobster Rolls,"Mason's Famous Lobster Rolls, 401 Biscayne Blvd S106, Miami, FL 33132",0x88d9b7796d44e3f5:0x7c41bf6de8192eec,25.7775292,-80.1856378,Restaurant,4.2,18,1,1,1,0,Miami
Jamba Jackson Memorial Hospital,"Jamba Jackson Memorial Hospital, 901 NW 17th St, Miami, FL 33136",0x88d9b6c792dd3f49:0x8982874a31910f4e,25.791657999999998,-80.21041,Restaurant,4.2,8,1,0,1,0,Miami
Casa Chan Restaurant,"Casa Chan Restaurant, 2901 SW 8th St, Miami, FL 33135",0x88d9ba0938d3c975:0x71e7ca5ed569a4db,25.7652994,-80.2412365,Restaurant,4.3,248,1,0,0,0,Miami
Subway,"Subway, 1100 NW 95th St, Miami, FL 33150",0x88d9b1a39771956b:0xe1ae22bb5d94ddfd,25.8602039,-80.2141844,Restaurant,4.3,46,1,1,1,0,Miami
Mr.Mandolin,"Mr.Mandolin, 7301 Biscayne Blvd, Miami, FL 33138",0x88d9b3880162dc59:0x7f1a63fcf75a441b,25.8427482,-80.18418779999999,Restaurant,4.3,58,1,1,1,0,Miami
Costco Food Court,"Costco Food Court, 7795 W Flagler St, Miami, FL 33126",0x88d9b9078633a153:0x5fd79bb112df0c74,25.7753695,-80.3220213,Restaurant,4.4,8,1,1,0,0,Miami
Ana Paz Cakes,"Ana Paz Cakes, 1460 NW 107th Ave D, Miami, FL 33172",0x88d9becb9b0f05cf:0x97b932207906678e,25.787269499999997,-80.3696707,Restaurant,4.4,74,1,0,0,0,Miami
Victoria's Restaurant & Catering Services Inc.,"Victoria's Restaurant & Catering Services Inc., 3677 NW 50th St, Miami, FL 33142",0x88d9b0b787275627:0xd370be683f62a1e8,25.8198829,-80.2567718,Restaurant,4.4,48,1,1,1,0,Miami
Subway,"Subway, 5623 SW 107th Ave, Miami, FL 33173",0x88d9c0acb07f2625:0xfdcc69215223dcf2,25.714803399999997,-80.3665087,Restaurant,4.4,38,1,1,1,0,Miami
The Cheese Course,"The Cheese Course, 3451 NE 1st Ave, Miami, FL 33137",0x88d9b1541d197add:0xcc7d6ee3c3404f34,25.809368799999998,-80.19199619999999,Restaurant,4.4,78,1,1,1,0,Miami
Cure Cafe,"Cure Cafe, 1800 SW 1st Ave #104, Miami, FL 33129",0x88d9b68804bdd761:0x57fcddcc26ff038e,25.7581678,-80.1989687,Restaurant,4.4,47,1,1,1,0,Miami
Marea 1939,"Marea 1939, 1677 Collins Ave, Miami Beach, FL 33139",0x88d9b49b0e96aaab:0x187cedc3da973781,25.791824199999997,-80.129359,Restaurant,4.5,18,1,1,1,0,Miami
Big T's Fry Fish,"Big T's Fry Fish, 2945 S Miami Blvd, Durham, NC 27703",0x89ace5ffc200f1ad:0x8c8b57ecd762d568,35.9237095,-78.8439296,Restaurant,4.6,58,1,1,1,0,Miami
Terraza Cacahual Restaurante,"Terraza Cacahual Restaurante, 1325 SW 70th Ave, Miami, FL 33144",0x88d9b941d37f3d45:0xbdf3530675b06114,25.7581697,-80.3082096,Restaurant,4.6,28,1,1,1,0,Miami
San Villa Asian Fusion,"San Villa Asian Fusion, 30 NE 3rd Ave, Miami, FL 33132",0x88d9b70c64dcb875:0x9c66ac3a19044c6c,25.7749736,-80.1887758,Restaurant,4.6,133,1,1,1,0,Miami
Gelato-go by Dolci di Sicilia Miami Shores,"Gelato-go by Dolci di Sicilia Miami Shores, 8224 NE 2nd Ave, Miami, FL 33138",0x88d9b1320437d847:0xafd547011d6a481f,25.8503009,-80.1930904,Restaurant,4.7,8,1,0,0,0,Miami
So Heavenly,"So Heavenly, 2228 NE 123rd St, North Miami, FL 33181",0x88d9b20c7c32ae09:0x25520f59950009f2,25.889166,-80.152985,Restaurant,4.7,38,1,1,0,0,Miami
Amaranthine Bistro,"Amaranthine Bistro, 9801 NE 2nd Ave, Miami Shores, FL 33138",0x88d9b109a5982fdd:0x2c734e248d34a641,25.8654142,-80.1933471,Restaurant,4.7,78,1,1,1,0,Miami
Tania's Table,"Tania's Table, 18685 W Dixie Hwy, Miami, FL 33180",0x88d9ac56b37ba10f:0xd7f65c4661d6be08,25.9484359,-80.1482683,Restaurant,4.7,28,1,1,1,0,Miami
Sylvano Miami,"Sylvano Miami, 2426 NE 2nd Ave, Miami, FL 33137",0x88d9b7d32a61b77b:0x2444f31750afcbde,25.800417099999997,-80.19118979999999,Restaurant,4.7,133,1,1,1,0,Miami
Tabla,"Tabla, 6901 Coral Way, Miami, FL 33155",0x88d9b84460722ae5:0x1991905095ea9983,25.748599499999997,-80.3072743,Restaurant,4.7,58,1,0,1,0,Miami
Seafood Lovers Delight,"Seafood Lovers Delight, 11648 NW 7th Ave, North Miami, FL 33168",0x88d9adfd9aea6649:0x64d7f31ed49f52af,25.881784,-80.210759,Restaurant,4.7,25,1,1,1,0,Miami
Minnow Bar,"Minnow Bar, 660 Washington Ave, Miami Beach, FL 33139",0x88d9b48d2b500001:0x9e224a8660a24175,25.776523299999997,-80.1340374,Restaurant,4.9,18,1,1,1,0,Miami
