NOMBRE,ESTADO,STATE_NAME
Wolf Lake,MI,Michigan
Wolverine,MI,Michigan
Wolverine Lake,MI,Michigan
Woodhaven,MI,Michigan
Woodland,MI,Michigan
Woodland Beach,MI,Michigan
Wurtsmith AFB,MI,Michigan
Wyandotte,MI,Michigan
Wyoming,MI,Michigan
Yale,MI,Michigan
Ypsilanti,MI,Michigan
Zeeland,MI,Michigan
Zilwaukee,MI,Michigan
Ada,MN,Minnesota
Adams,MN,Minnesota
Adrian,MN,Minnesota
Afton,MN,Minnesota
Aitkin,MN,Minnesota
Akeley,MN,Minnesota
Albany,MN,Minnesota
Alberta,MN,Minnesota
Albert Lea,MN,Minnesota
Albertville,MN,Minnesota
Alden,MN,Minnesota
Aldrich,MN,Minnesota
Alexandria,MN,Minnesota
Alpha,MN,Minnesota
Altura,MN,Minnesota
Alvarado,MN,Minnesota
Amboy,MN,Minnesota
Andover,MN,Minnesota
Annandale,MN,Minnesota
Anoka,MN,Minnesota
Appleton,MN,Minnesota
Apple Valley,MN,Minnesota
Arco,MN,Minnesota
Arden Hills,MN,Minnesota
Argyle,MN,Minnesota
Arlington,MN,Minnesota
Arnold,MN,Minnesota
Ashby,MN,Minnesota
Askov,MN,Minnesota
Atwater,MN,Minnesota
Audubon,MN,Minnesota
Aurora,MN,Minnesota
Austin,MN,Minnesota
Avoca,MN,Minnesota
Avon,MN,Minnesota
Babbitt,MN,Minnesota
Backus,MN,Minnesota
Badger,MN,Minnesota
Bagley,MN,Minnesota
Balaton,MN,Minnesota
Barnesville,MN,Minnesota
Barnum,MN,Minnesota
Barrett,MN,Minnesota
Barry,MN,Minnesota
Battle Lake,MN,Minnesota
Baudette,MN,Minnesota
Baxter,MN,Minnesota
Bayport,MN,Minnesota
Beardsley,MN,Minnesota
Beaver Bay,MN,Minnesota
Beaver Creek,MN,Minnesota
Becker,MN,Minnesota
Bejou,MN,Minnesota
Belgrade,MN,Minnesota
Bellechester,MN,Minnesota
Belle Plaine,MN,Minnesota
Bellingham,MN,Minnesota
Beltrami,MN,Minnesota
Belview,MN,Minnesota
Bemidji,MN,Minnesota
Bena,MN,Minnesota
Benson,MN,Minnesota
Bertha,MN,Minnesota
Bethel,MN,Minnesota
Bigelow,MN,Minnesota
Big Falls,MN,Minnesota
Bigfork,MN,Minnesota
Big Lake,MN,Minnesota
Bingham Lake,MN,Minnesota
Birchwood Villa,MN,Minnesota
Bird Island,MN,Minnesota
Biscay,MN,Minnesota
Biwabik,MN,Minnesota
Blackduck,MN,Minnesota
Blaine,MN,Minnesota
Blomkest,MN,Minnesota
Blooming Prairie,MN,Minnesota
Bloomington,MN,Minnesota
Blue Earth,MN,Minnesota
Bluffton,MN,Minnesota
Bock,MN,Minnesota
Borup,MN,Minnesota
Bovey,MN,Minnesota
Bowlus,MN,Minnesota
Boyd,MN,Minnesota
Boy River,MN,Minnesota
Braham,MN,Minnesota
Brainerd,MN,Minnesota
Branch,MN,Minnesota
Brandon,MN,Minnesota
Breckenridge,MN,Minnesota
Breezy Point,MN,Minnesota
Brewster,MN,Minnesota
Bricelyn,MN,Minnesota
Brooklyn Center,MN,Minnesota
Brooklyn Park,MN,Minnesota
Brook Park,MN,Minnesota
Brooks,MN,Minnesota
Brookston,MN,Minnesota
Brooten,MN,Minnesota
Browerville,MN,Minnesota
Brownsdale,MN,Minnesota
Browns Valley,MN,Minnesota
Brownsville,MN,Minnesota
Brownton,MN,Minnesota
Bruno,MN,Minnesota
Buckman,MN,Minnesota
Buffalo,MN,Minnesota
Buffalo Lake,MN,Minnesota
Buhl,MN,Minnesota
Burnsville,MN,Minnesota
Burtrum,MN,Minnesota
Butterfield,MN,Minnesota
Byron,MN,Minnesota
Caledonia,MN,Minnesota
Callaway,MN,Minnesota
Calumet,MN,Minnesota
Cambridge,MN,Minnesota
Campbell,MN,Minnesota
Canby,MN,Minnesota
Cannon Falls,MN,Minnesota
Canton,MN,Minnesota
Carlos,MN,Minnesota
Carlton,MN,Minnesota
Carver,MN,Minnesota
Cass Lake,MN,Minnesota
Cedar Mills,MN,Minnesota
Center City,MN,Minnesota
Centerville,MN,Minnesota
Ceylon,MN,Minnesota
Champlin,MN,Minnesota
Chandler,MN,Minnesota
Chanhassen,MN,Minnesota
Chaska,MN,Minnesota
Chatfield,MN,Minnesota
Chickamaw Beach,MN,Minnesota
Chisago City,MN,Minnesota
Chisholm,MN,Minnesota
Chokio,MN,Minnesota
Circle Pines,MN,Minnesota
Clara City,MN,Minnesota
Claremont,MN,Minnesota
Clarissa,MN,Minnesota
Clarkfield,MN,Minnesota
Clarks Grove,MN,Minnesota
Clearbrook,MN,Minnesota
Clear Lake,MN,Minnesota
Clearwater,MN,Minnesota
Clements,MN,Minnesota
Cleveland,MN,Minnesota
Climax,MN,Minnesota
Clinton,MN,Minnesota
Clitherall,MN,Minnesota
Clontarf,MN,Minnesota
Cloquet,MN,Minnesota
Coates,MN,Minnesota
Cobden,MN,Minnesota
Cokato,MN,Minnesota
Cold Spring,MN,Minnesota
Coleraine,MN,Minnesota
Cologne,MN,Minnesota
Columbia Heights,MN,Minnesota
Comfrey,MN,Minnesota
Comstock,MN,Minnesota
Conger,MN,Minnesota
Cook,MN,Minnesota
Coon Rapids,MN,Minnesota
Corcoran,MN,Minnesota
Correll,MN,Minnesota
Cosmos,MN,Minnesota
Cottage Grove,MN,Minnesota
Cottonwood,MN,Minnesota
Courtland,MN,Minnesota
Cromwell,MN,Minnesota
Crookston,MN,Minnesota
Crosby,MN,Minnesota
Crosslake,MN,Minnesota
Crystal,MN,Minnesota
Currie,MN,Minnesota
Cuyuna,MN,Minnesota
Cyrus,MN,Minnesota
Dakota,MN,Minnesota
Dalton,MN,Minnesota
Danube,MN,Minnesota
Danvers,MN,Minnesota
Darfur,MN,Minnesota
Darwin,MN,Minnesota
Dassel,MN,Minnesota
Dawson,MN,Minnesota
Dayton,MN,Minnesota
Deephaven,MN,Minnesota
Deer Creek,MN,Minnesota
Deer River,MN,Minnesota
Deerwood,MN,Minnesota
De Graff,MN,Minnesota
Delano,MN,Minnesota
Delavan,MN,Minnesota
Delhi,MN,Minnesota
Dellwood,MN,Minnesota
Denham,MN,Minnesota
Dennison,MN,Minnesota
Dent,MN,Minnesota
Detroit Lakes,MN,Minnesota
Dexter,MN,Minnesota
Dilworth,MN,Minnesota
Dodge Center,MN,Minnesota
Donaldson,MN,Minnesota
Donnelly,MN,Minnesota
Doran,MN,Minnesota
Dover,MN,Minnesota
Dovray,MN,Minnesota
Duluth,MN,Minnesota
Dumont,MN,Minnesota
Dundas,MN,Minnesota
Dundee,MN,Minnesota
Dunnell,MN,Minnesota
Eagan,MN,Minnesota
Eagle Bend,MN,Minnesota
Eagle Lake,MN,Minnesota
East Bethel,MN,Minnesota
East Grand Forks,MN,Minnesota
East Gull Lake,MN,Minnesota
Easton,MN,Minnesota
Echo,MN,Minnesota
Eden Prairie,MN,Minnesota
Eden Valley,MN,Minnesota
Edgerton,MN,Minnesota
Edina,MN,Minnesota
Effie,MN,Minnesota
Eitzen,MN,Minnesota
Elba,MN,Minnesota
Elbow Lake,MN,Minnesota
Elgin,MN,Minnesota
Elizabeth,MN,Minnesota
Elko,MN,Minnesota
Elk River,MN,Minnesota
Elkton,MN,Minnesota
Ellendale,MN,Minnesota
Ellsworth,MN,Minnesota
Elmdale,MN,Minnesota
Elmore,MN,Minnesota
Elrosa,MN,Minnesota
Ely,MN,Minnesota
Elysian,MN,Minnesota
Emily,MN,Minnesota
Emmons,MN,Minnesota
Erhard,MN,Minnesota
Erskine,MN,Minnesota
Evan,MN,Minnesota
Evansville,MN,Minnesota
Eveleth,MN,Minnesota
Excelsior,MN,Minnesota
Eyota,MN,Minnesota
Fairfax,MN,Minnesota
Fairmont,MN,Minnesota
Falcon Heights,MN,Minnesota
Faribault,MN,Minnesota
Farmington,MN,Minnesota
Farwell,MN,Minnesota
Federal Dam,MN,Minnesota
Felton,MN,Minnesota
Fergus Falls,MN,Minnesota
Fertile,MN,Minnesota
Fifty Lakes,MN,Minnesota
Finlayson,MN,Minnesota
Fisher,MN,Minnesota
Flensburg,MN,Minnesota
Floodwood,MN,Minnesota
Florence,MN,Minnesota
Foley,MN,Minnesota
Forada,MN,Minnesota
Forest Lake,MN,Minnesota
Foreston,MN,Minnesota
Fort Ripley,MN,Minnesota
Fosston,MN,Minnesota
Fountain,MN,Minnesota
Foxhome,MN,Minnesota
Franklin,MN,Minnesota
Franklin,MN,Minnesota
Frazee,MN,Minnesota
Freeborn,MN,Minnesota
Freeport,MN,Minnesota
Fridley,MN,Minnesota
Frost,MN,Minnesota
Fulda,MN,Minnesota
Funkley,MN,Minnesota
Garfield,MN,Minnesota
Garrison,MN,Minnesota
Garvin,MN,Minnesota
Gary,MN,Minnesota
Gaylord,MN,Minnesota
Gem Lake,MN,Minnesota
Geneva,MN,Minnesota
Genola,MN,Minnesota
Georgetown,MN,Minnesota
Ghent,MN,Minnesota
Gibbon,MN,Minnesota
Gilbert,MN,Minnesota
Gilman,MN,Minnesota
Glencoe,MN,Minnesota
Glenville,MN,Minnesota
Glenwood,MN,Minnesota
Glyndon,MN,Minnesota
Golden Valley,MN,Minnesota
Gonvick,MN,Minnesota
Goodhue,MN,Minnesota
Goodridge,MN,Minnesota
Good Thunder,MN,Minnesota
Goodview,MN,Minnesota
Graceville,MN,Minnesota
Granada,MN,Minnesota
Grand Marais,MN,Minnesota
Grand Meadow,MN,Minnesota
Grand Rapids,MN,Minnesota
Granite Falls,MN,Minnesota
Grasston,MN,Minnesota
Greenbush,MN,Minnesota
Greenfield,MN,Minnesota
Green Isle,MN,Minnesota
Greenwald,MN,Minnesota
Greenwood,MN,Minnesota
Grey Eagle,MN,Minnesota
Grove City,MN,Minnesota
Grygla,MN,Minnesota
Gully,MN,Minnesota
Hackensack,MN,Minnesota
Hadley,MN,Minnesota
Hallock,MN,Minnesota
Halma,MN,Minnesota
Halstad,MN,Minnesota
Hamburg,MN,Minnesota
Ham Lake,MN,Minnesota
Hammond,MN,Minnesota
Hampton,MN,Minnesota
Hancock,MN,Minnesota
Hanley Falls,MN,Minnesota
Hanover,MN,Minnesota
Hanska,MN,Minnesota
Harding,MN,Minnesota
Hardwick,MN,Minnesota
Harmony,MN,Minnesota
Harris,MN,Minnesota
Hartland,MN,Minnesota
Hastings,MN,Minnesota
Hatfield,MN,Minnesota
Hawley,MN,Minnesota
Hayfield,MN,Minnesota
Hayward,MN,Minnesota
Hazel Run,MN,Minnesota
Hector,MN,Minnesota
Heidelberg,MN,Minnesota
Henderson,MN,Minnesota
Hendricks,MN,Minnesota
Hendrum,MN,Minnesota
Henning,MN,Minnesota
Henriette,MN,Minnesota
Herman,MN,Minnesota
Hermantown,MN,Minnesota
Heron Lake,MN,Minnesota
Hewitt,MN,Minnesota
Hibbing,MN,Minnesota
Hill City,MN,Minnesota
Hillman,MN,Minnesota
Hills,MN,Minnesota
Hilltop,MN,Minnesota
Hinckley,MN,Minnesota
Hitterdal,MN,Minnesota
Hoffman,MN,Minnesota
Hokah,MN,Minnesota
Holdingford,MN,Minnesota
Holland,MN,Minnesota
Hollandale,MN,Minnesota
Holloway,MN,Minnesota
Holt,MN,Minnesota
Hopkins,MN,Minnesota
Houston,MN,Minnesota
Howard Lake,MN,Minnesota
Hoyt Lakes,MN,Minnesota
Hugo,MN,Minnesota
Humboldt,MN,Minnesota
Hutchinson,MN,Minnesota
Ihlen,MN,Minnesota
Independence,MN,Minnesota
International Falls,MN,Minnesota
Inver Grove Heights,MN,Minnesota
Iona,MN,Minnesota
Iron Junction,MN,Minnesota
Ironton,MN,Minnesota
Isanti,MN,Minnesota
Island View,MN,Minnesota
Isle,MN,Minnesota
Ivanhoe,MN,Minnesota
Jackson,MN,Minnesota
Janesville,MN,Minnesota
Jasper,MN,Minnesota
Jeffers,MN,Minnesota
Jenkins,MN,Minnesota
Johnson,MN,Minnesota
Jordan,MN,Minnesota
Kandiyohi,MN,Minnesota
Karlstad,MN,Minnesota
Kasota,MN,Minnesota
Kasson,MN,Minnesota
Keewatin,MN,Minnesota
Kelliher,MN,Minnesota
Kellogg,MN,Minnesota
Kennedy,MN,Minnesota
Kenneth,MN,Minnesota
Kensington,MN,Minnesota
Kent,MN,Minnesota
Kenyon,MN,Minnesota
Kerkhoven,MN,Minnesota
Kerrick,MN,Minnesota
Kettle River,MN,Minnesota
Kiester,MN,Minnesota
Kilkenny,MN,Minnesota
Kimball Prairie,MN,Minnesota
Kinbrae,MN,Minnesota
Kingston,MN,Minnesota
Kinney,MN,Minnesota
La Crescent,MN,Minnesota
Lafayette,MN,Minnesota
Lake Benton,MN,Minnesota
Lake Bronson,MN,Minnesota
Lake City,MN,Minnesota
Lake Crystal,MN,Minnesota
Lake Elmo,MN,Minnesota
Lakefield,MN,Minnesota
Lake Henry,MN,Minnesota
Lakeland,MN,Minnesota
Lakeland Shores,MN,Minnesota
Lake Lillian,MN,Minnesota
Lake Park,MN,Minnesota
Lake Shore,MN,Minnesota
Lake St. Croix Beach,MN,Minnesota
Lakeville,MN,Minnesota
Lake Wilson,MN,Minnesota
Lamberton,MN,Minnesota
Lancaster,MN,Minnesota
Landfall,MN,Minnesota
Lanesboro,MN,Minnesota
Laporte,MN,Minnesota
La Prairie,MN,Minnesota
La Salle,MN,Minnesota
Lastrup,MN,Minnesota
Lauderdale,MN,Minnesota
Le Center,MN,Minnesota
Lengby,MN,Minnesota
Leonard,MN,Minnesota
Leonidas,MN,Minnesota
Le Roy,MN,Minnesota
Lester Prairie,MN,Minnesota
Le Sueur,MN,Minnesota
Lewiston,MN,Minnesota
Lewisville,MN,Minnesota
Lexington,MN,Minnesota
Lilydale,MN,Minnesota
Lindstrom,MN,Minnesota
Lino Lakes,MN,Minnesota
Lismore,MN,Minnesota
Litchfield,MN,Minnesota
Little Canada,MN,Minnesota
Little Falls,MN,Minnesota
Littlefork,MN,Minnesota
Little Rock,MN,Minnesota
Long Beach,MN,Minnesota
Long Lake,MN,Minnesota
Long Prairie,MN,Minnesota
Longville,MN,Minnesota
Lonsdale,MN,Minnesota
Loretto,MN,Minnesota
Louisburg,MN,Minnesota
Lowry,MN,Minnesota
Lucan,MN,Minnesota
Luverne,MN,Minnesota
Lyle,MN,Minnesota
Lynd,MN,Minnesota
Mabel,MN,Minnesota
McGrath,MN,Minnesota
McGregor,MN,Minnesota
McIntosh,MN,Minnesota
McKinley,MN,Minnesota
Madelia,MN,Minnesota
Madison,MN,Minnesota
Madison Lake,MN,Minnesota
Magnolia,MN,Minnesota
Mahnomen,MN,Minnesota
Mahtomedi,MN,Minnesota
Manchester,MN,Minnesota
Manhattan Beach,MN,Minnesota
Mankato,MN,Minnesota
Mantorville,MN,Minnesota
Maple Grove,MN,Minnesota
Maple Lake,MN,Minnesota
Maple Plain,MN,Minnesota
Mapleton,MN,Minnesota
Mapleview,MN,Minnesota
Maplewood,MN,Minnesota
Marble,MN,Minnesota
Marietta,MN,Minnesota
Marine on St. Croix,MN,Minnesota
Marshall,MN,Minnesota
Mayer,MN,Minnesota
Maynard,MN,Minnesota
Mazeppa,MN,Minnesota
Meadowlands,MN,Minnesota
Medford,MN,Minnesota
Medicine Lake,MN,Minnesota
Medina,MN,Minnesota
Meire Grove,MN,Minnesota
Melrose,MN,Minnesota
Menahga,MN,Minnesota
Mendota,MN,Minnesota
Mendota Heights,MN,Minnesota
Mentor,MN,Minnesota
Middle River,MN,Minnesota
Miesville,MN,Minnesota
Milaca,MN,Minnesota
Milan,MN,Minnesota
Millerville,MN,Minnesota
Millville,MN,Minnesota
Milroy,MN,Minnesota
Miltona,MN,Minnesota
Minneapolis,MN,Minnesota
Minneiska,MN,Minnesota
Minneota,MN,Minnesota
Minnesota City,MN,Minnesota
Minnesota Lake,MN,Minnesota
Minnetonka,MN,Minnesota
Minnetonka Beach,MN,Minnesota
Minnetrista,MN,Minnesota
Mizpah,MN,Minnesota
Montevideo,MN,Minnesota
Montgomery,MN,Minnesota
Monticello,MN,Minnesota
Montrose,MN,Minnesota
Moorhead,MN,Minnesota
Moose Lake,MN,Minnesota
Mora,MN,Minnesota
Morgan,MN,Minnesota
Morris,MN,Minnesota
Morristown,MN,Minnesota
Morton,MN,Minnesota
Motley,MN,Minnesota
Mound,MN,Minnesota
Mounds View,MN,Minnesota
Mountain Iron,MN,Minnesota
Mountain Lake,MN,Minnesota
Murdock,MN,Minnesota
Myrtle,MN,Minnesota
Nashua,MN,Minnesota
Nashwauk,MN,Minnesota
Nassau,MN,Minnesota
Naytahwaush,MN,Minnesota
Nelson,MN,Minnesota
Nerstrand,MN,Minnesota
Nevis,MN,Minnesota
New Auburn,MN,Minnesota
New Brighton,MN,Minnesota
Newfolden,MN,Minnesota
New Germany,MN,Minnesota
New Hope,MN,Minnesota
New London,MN,Minnesota
New Market,MN,Minnesota
New Munich,MN,Minnesota
Newport,MN,Minnesota
New Prague,MN,Minnesota
New Richland,MN,Minnesota
New Trier,MN,Minnesota
New Ulm,MN,Minnesota
New York Mills,MN,Minnesota
Nicollet,MN,Minnesota
Nielsville,MN,Minnesota
Nimrod,MN,Minnesota
Nisswa,MN,Minnesota
Norcross,MN,Minnesota
North Branch,MN,Minnesota
Northfield,MN,Minnesota
North Mankato,MN,Minnesota
North Oaks,MN,Minnesota
Northome,MN,Minnesota
North Redwood,MN,Minnesota
Northrop,MN,Minnesota
North St. Paul,MN,Minnesota
Norwood,MN,Minnesota
Oakdale,MN,Minnesota
Oak Park Heights,MN,Minnesota
Oakport,MN,Minnesota
Odessa,MN,Minnesota
Odin,MN,Minnesota
Ogema,MN,Minnesota
Ogilvie,MN,Minnesota
Okabena,MN,Minnesota
Oklee,MN,Minnesota
Olivia,MN,Minnesota
Onamia,MN,Minnesota
Ormsby,MN,Minnesota
Orono,MN,Minnesota
Oronoco,MN,Minnesota
Orr,MN,Minnesota
Ortonville,MN,Minnesota
Osakis,MN,Minnesota
Oslo,MN,Minnesota
Osseo,MN,Minnesota
Ostrander,MN,Minnesota
Ottertail,MN,Minnesota
Owatonna,MN,Minnesota
Palisade,MN,Minnesota
Parkers Prairie,MN,Minnesota
Park Rapids,MN,Minnesota
Paynesville,MN,Minnesota
Pease,MN,Minnesota
Pelican Rapids,MN,Minnesota
Pemberton,MN,Minnesota
Pennock,MN,Minnesota
Pequot Lakes,MN,Minnesota
Perham,MN,Minnesota
Perley,MN,Minnesota
Peterson,MN,Minnesota
Pierz,MN,Minnesota
Pillager,MN,Minnesota
Pine City,MN,Minnesota
Pine Island,MN,Minnesota
Pine River,MN,Minnesota
Pine Springs,MN,Minnesota
Pipestone,MN,Minnesota
Plainview,MN,Minnesota
Plato,MN,Minnesota
Pleasant Lake,MN,Minnesota
Plummer,MN,Minnesota
Plymouth,MN,Minnesota
Ponemah,MN,Minnesota
Porter,MN,Minnesota
Preston,MN,Minnesota
Princeton,MN,Minnesota
Prinsburg,MN,Minnesota
Prior Lake,MN,Minnesota
Proctor,MN,Minnesota
Quamba,MN,Minnesota
Racine,MN,Minnesota
Ramsey,MN,Minnesota
Randall,MN,Minnesota
Randolph,MN,Minnesota
Ranier,MN,Minnesota
Raymond,MN,Minnesota
Redby,MN,Minnesota
Red Lake,MN,Minnesota
Red Lake Falls,MN,Minnesota
Red Wing,MN,Minnesota
Redwood Falls,MN,Minnesota
Regal,MN,Minnesota
Remer,MN,Minnesota
Renville,MN,Minnesota
Revere,MN,Minnesota
Rice,MN,Minnesota
Richfield,MN,Minnesota
Richmond,MN,Minnesota
Richville,MN,Minnesota
Riverton,MN,Minnesota
Robbinsdale,MN,Minnesota
Rochester,MN,Minnesota
Rock Creek,MN,Minnesota
Rockford,MN,Minnesota
Rockville,MN,Minnesota
Rogers,MN,Minnesota
Rollingstone,MN,Minnesota
Ronneby,MN,Minnesota
Roosevelt,MN,Minnesota
Roscoe,MN,Minnesota
Roseau,MN,Minnesota
Rose Creek,MN,Minnesota
Rosemount,MN,Minnesota
Roseville,MN,Minnesota
Rothsay,MN,Minnesota
Round Lake,MN,Minnesota
Royalton,MN,Minnesota
Rush City,MN,Minnesota
Rushford,MN,Minnesota
Rushford Villa,MN,Minnesota
Rushmore,MN,Minnesota
Russell,MN,Minnesota
Ruthton,MN,Minnesota
Rutledge,MN,Minnesota
Sabin,MN,Minnesota
Sacred Heart,MN,Minnesota
St. Anthony,MN,Minnesota
St. Anthony,MN,Minnesota
St. Bonifacius,MN,Minnesota
St. Charles,MN,Minnesota
St. Clair,MN,Minnesota
St. Cloud,MN,Minnesota
St. Francis,MN,Minnesota
St. Hilaire,MN,Minnesota
St. James,MN,Minnesota
St. Joseph,MN,Minnesota
St. Leo,MN,Minnesota
St. Louis Park,MN,Minnesota
St. Martin,MN,Minnesota
St. Marys Point,MN,Minnesota
St. Michael,MN,Minnesota
St. Paul,MN,Minnesota
St. Paul Park,MN,Minnesota
St. Peter,MN,Minnesota
St. Rosa,MN,Minnesota
St. Stephen,MN,Minnesota
St. Vincent,MN,Minnesota
Sanborn,MN,Minnesota
Sandstone,MN,Minnesota
Sargeant,MN,Minnesota
Sartell,MN,Minnesota
Sauk Centre,MN,Minnesota
Sauk Rapids,MN,Minnesota
Savage,MN,Minnesota
Scanlon,MN,Minnesota
Seaforth,MN,Minnesota
Sebeka,MN,Minnesota
Sedan,MN,Minnesota
Shafer,MN,Minnesota
Shakopee,MN,Minnesota
Shelly,MN,Minnesota
Sherburn,MN,Minnesota
Shevlin,MN,Minnesota
Shoreview,MN,Minnesota
Shorewood,MN,Minnesota
Silver Bay,MN,Minnesota
Silver Lake,MN,Minnesota
Skyline,MN,Minnesota
Slayton,MN,Minnesota
Sleepy Eye,MN,Minnesota
Sobieski,MN,Minnesota
Solway,MN,Minnesota
South Haven,MN,Minnesota
South St. Paul,MN,Minnesota
Spicer,MN,Minnesota
Springfield,MN,Minnesota
Spring Grove,MN,Minnesota
Spring Hill,MN,Minnesota
Spring Lake Park,MN,Minnesota
Spring Park,MN,Minnesota
Spring Valley,MN,Minnesota
Squaw Lake,MN,Minnesota
Stacy,MN,Minnesota
Staples,MN,Minnesota
Starbuck,MN,Minnesota
Steen,MN,Minnesota
Stephen,MN,Minnesota
Stewart,MN,Minnesota
Stewartville,MN,Minnesota
Stillwater,MN,Minnesota
Stockton,MN,Minnesota
Storden,MN,Minnesota
Strandquist,MN,Minnesota
Strathcona,MN,Minnesota
Sturgeon Lake,MN,Minnesota
Sunburg,MN,Minnesota
Sunfish Lake,MN,Minnesota
Swanville,MN,Minnesota
Taconite,MN,Minnesota
Tamarack,MN,Minnesota
Taopi,MN,Minnesota
Taunton,MN,Minnesota
Taylors Falls,MN,Minnesota
Tenney,MN,Minnesota
Tenstrike,MN,Minnesota
Thief River Falls,MN,Minnesota
Thomson,MN,Minnesota
Tintah,MN,Minnesota
Tonka Bay,MN,Minnesota
Tower,MN,Minnesota
Tracy,MN,Minnesota
Trail,MN,Minnesota
Trimont,MN,Minnesota
Trommald,MN,Minnesota
Trosky,MN,Minnesota
Truman,MN,Minnesota
Turtle River,MN,Minnesota
Twin Lakes,MN,Minnesota
Twin Valley,MN,Minnesota
Two Harbors,MN,Minnesota
Tyler,MN,Minnesota
Ulen,MN,Minnesota
Underwood,MN,Minnesota
Upsala,MN,Minnesota
Urbank,MN,Minnesota
Utica,MN,Minnesota
Vadnais Heights,MN,Minnesota
Vergas,MN,Minnesota
Vermillion,MN,Minnesota
Verndale,MN,Minnesota
Vernon Center,MN,Minnesota
Vesta,MN,Minnesota
Victoria,MN,Minnesota
Viking,MN,Minnesota
Villard,MN,Minnesota
Vineland,MN,Minnesota
Vining,MN,Minnesota
Virginia,MN,Minnesota
Wabasha,MN,Minnesota
Wabasso,MN,Minnesota
Waconia,MN,Minnesota
Wadena,MN,Minnesota
Wahkon,MN,Minnesota
Waite Park,MN,Minnesota
Waldorf,MN,Minnesota
Walker,MN,Minnesota
Walnut Grove,MN,Minnesota
Walters,MN,Minnesota
Waltham,MN,Minnesota
Wanamingo,MN,Minnesota
Wanda,MN,Minnesota
Warba,MN,Minnesota
Warren,MN,Minnesota
Warroad,MN,Minnesota
Waseca,MN,Minnesota
Watertown,MN,Minnesota
Waterville,MN,Minnesota
Watkins,MN,Minnesota
Watson,MN,Minnesota
Waubun,MN,Minnesota
Waverly,MN,Minnesota
Wayzata,MN,Minnesota
Welcome,MN,Minnesota
Wells,MN,Minnesota
Wendell,MN,Minnesota
Westbrook,MN,Minnesota
West Concord,MN,Minnesota
Westport,MN,Minnesota
West St. Paul,MN,Minnesota
West Union,MN,Minnesota
Whalan,MN,Minnesota
Wheaton,MN,Minnesota
White Bear Lake,MN,Minnesota
White Earth,MN,Minnesota
Wilder,MN,Minnesota
Willernie,MN,Minnesota
Williams,MN,Minnesota
Willmar,MN,Minnesota
Willow River,MN,Minnesota
Wilmont,MN,Minnesota
Wilton,MN,Minnesota
Windom,MN,Minnesota
Winger,MN,Minnesota
Winnebago,MN,Minnesota
Winona,MN,Minnesota
Winsted,MN,Minnesota
Winthrop,MN,Minnesota
Winton,MN,Minnesota
Wolf Lake,MN,Minnesota
Wolverton,MN,Minnesota
Woodbury,MN,Minnesota
Wood Lake,MN,Minnesota
Woodland,MN,Minnesota
Woodstock,MN,Minnesota
Worthington,MN,Minnesota
Wrenshall,MN,Minnesota
Wright,MN,Minnesota
Wykoff,MN,Minnesota
Wyoming,MN,Minnesota
Young America,MN,Minnesota
Zemple,MN,Minnesota
Zimmerman,MN,Minnesota
Zumbro Falls,MN,Minnesota
Zumbrota,MN,Minnesota
Abbeville,MS,Mississippi
Aberdeen,MS,Mississippi
Ackerman,MS,Mississippi
Algoma,MS,Mississippi
Alligator,MS,Mississippi
Amory,MS,Mississippi
Anguilla,MS,Mississippi
Arcola,MS,Mississippi
Artesia,MS,Mississippi
Ashland,MS,Mississippi
Baldwyn,MS,Mississippi
Bassfield,MS,Mississippi
Batesville,MS,Mississippi
Bay St. Louis,MS,Mississippi
Bay Springs,MS,Mississippi
Beaumont,MS,Mississippi
Beauregard,MS,Mississippi
Belmont,MS,Mississippi
Belzoni,MS,Mississippi
Benoit,MS,Mississippi
Bentonia,MS,Mississippi
Beulah,MS,Mississippi
Big Creek,MS,Mississippi
Biloxi,MS,Mississippi
Blue Mountain,MS,Mississippi
Blue Springs,MS,Mississippi
Bogue Chitto,MS,Mississippi
Bolton,MS,Mississippi
Booneville,MS,Mississippi
Boyle,MS,Mississippi
Brandon,MS,Mississippi
Braxton,MS,Mississippi
Brookhaven,MS,Mississippi
Brooksville,MS,Mississippi
Bruce,MS,Mississippi
Bude,MS,Mississippi
Burnsville,MS,Mississippi
Byhalia,MS,Mississippi
Caledonia,MS,Mississippi
Calhoun City,MS,Mississippi
Canton,MS,Mississippi
Carrollton,MS,Mississippi
Carthage,MS,Mississippi
Cary,MS,Mississippi
Centreville,MS,Mississippi
Charleston,MS,Mississippi
Chunky,MS,Mississippi
Clarksdale,MS,Mississippi
Cleveland,MS,Mississippi
Clinton,MS,Mississippi
Coahoma,MS,Mississippi
Coffeeville,MS,Mississippi
Coldwater,MS,Mississippi
Collins,MS,Mississippi
Collinsville,MS,Mississippi
Columbia,MS,Mississippi
Columbus,MS,Mississippi
Columbus AFB,MS,Mississippi
Como,MS,Mississippi
Conehatta,MS,Mississippi
Corinth,MS,Mississippi
Courtland,MS,Mississippi
Crawford,MS,Mississippi
Crenshaw,MS,Mississippi
Crosby,MS,Mississippi
Crowder,MS,Mississippi
Cruger,MS,Mississippi
Crystal Springs,MS,Mississippi
Decatur,MS,Mississippi
De Kalb,MS,Mississippi
Derma,MS,Mississippi
Diamondhead,MS,Mississippi
D'Iberville,MS,Mississippi
D'Lo,MS,Mississippi
Doddsville,MS,Mississippi
